Price,Close,High,Low,Open,Volume
Ticker,JPY=X,JPY=X,JPY=X,JPY=X,JPY=X
Datetime,,,,,
2026-01-22 00:00:00+00:00,158.46099853515625,158.49200439453125,158.44500732421875,158.4600067138672,0
2026-01-22 00:01:00+00:00,158.4340057373047,158.4739990234375,158.42599487304688,158.46200561523438,0
2026-01-22 00:02:00+00:00,158.4409942626953,158.46299743652344,158.42599487304688,158.4340057373047,0
2026-01-22 00:03:00+00:00,158.44700622558594,158.45199584960938,158.43699645996094,158.4510040283203,0
2026-01-22 00:04:00+00:00,158.4739990234375,158.4770050048828,158.44400024414062,158.4510040283203,0
2026-01-22 00:05:00+00:00,158.4029998779297,158.4770050048828,158.39599609375,158.46499633789062,0
2026-01-22 00:06:00+00:00,158.38600158691406,158.41099548339844,158.3769989013672,158.4010009765625,0
2026-01-22 00:07:00+00:00,158.41200256347656,158.4149932861328,158.37600708007812,158.38699340820312,0
2026-01-22 00:08:00+00:00,158.39300537109375,158.4149932861328,158.38800048828125,158.39999389648438,0
2026-01-22 00:09:00+00:00,158.4290008544922,158.43499755859375,158.39300537109375,158.4040069580078,0
2026-01-22 00:10:00+00:00,158.4290008544922,158.44000244140625,158.41600036621094,158.42799377441406,0
2026-01-22 00:11:00+00:00,158.43600463867188,158.44200134277344,158.42300415039062,158.42799377441406,0
2026-01-22 00:12:00+00:00,158.42599487304688,158.4530029296875,158.42599487304688,158.43600463867188,0
2026-01-22 00:13:00+00:00,158.42999267578125,158.4409942626953,158.427001953125,158.4340057373047,0
2026-01-22 00:14:00+00:00,158.43699645996094,158.4510040283203,158.4239959716797,158.42999267578125,0
2026-01-22 00:15:00+00:00,158.43699645996094,158.44000244140625,158.41799926757812,158.43099975585938,0
2026-01-22 00:16:00+00:00,158.35499572753906,158.46200561523438,158.3489990234375,158.43699645996094,0
2026-01-22 00:17:00+00:00,158.36199951171875,158.3990020751953,158.3489990234375,158.3489990234375,0
2026-01-22 00:18:00+00:00,158.36500549316406,158.37100219726562,158.3459930419922,158.36900329589844,0
2026-01-22 00:19:00+00:00,158.3489990234375,158.37600708007812,158.34800720214844,158.36900329589844,0
2026-01-22 00:20:00+00:00,158.33399963378906,158.36099243164062,158.3260040283203,158.3489990234375,0
2026-01-22 00:21:00+00:00,158.32899475097656,158.33999633789062,158.31300354003906,158.3350067138672,0
2026-01-22 00:22:00+00:00,158.29299926757812,158.33399963378906,158.27699279785156,158.32699584960938,0
2026-01-22 00:23:00+00:00,158.2550048828125,158.30099487304688,158.23800659179688,158.30099487304688,0
2026-01-22 00:24:00+00:00,158.25399780273438,158.26600646972656,158.23399353027344,158.26300048828125,0
2026-01-22 00:25:00+00:00,158.25999450683594,158.2830047607422,158.2469940185547,158.2480010986328,0
2026-01-22 00:26:00+00:00,158.27999877929688,158.27999877929688,158.2530059814453,158.25799560546875,0
2026-01-22 00:27:00+00:00,158.3000030517578,158.302001953125,158.26499938964844,158.2740020751953,0
2026-01-22 00:28:00+00:00,158.2989959716797,158.30999755859375,158.28900146484375,158.3000030517578,0
2026-01-22 00:29:00+00:00,158.31399536132812,158.3249969482422,158.2969970703125,158.30799865722656,0
2026-01-22 00:30:00+00:00,158.33299255371094,158.33799743652344,158.29400634765625,158.30799865722656,0
2026-01-22 00:31:00+00:00,158.3179931640625,158.33700561523438,158.30099487304688,158.33700561523438,0
2026-01-22 00:32:00+00:00,158.3209991455078,158.34800720214844,158.31100463867188,158.3159942626953,0
2026-01-22 00:33:00+00:00,158.33900451660156,158.34100341796875,158.31199645996094,158.31199645996094,0
2026-01-22 00:34:00+00:00,158.33900451660156,158.3780059814453,158.3300018310547,158.33799743652344,0
2026-01-22 00:35:00+00:00,158.34800720214844,158.35499572753906,158.33099365234375,158.33999633789062,0
2026-01-22 00:36:00+00:00,158.33700561523438,158.36000061035156,158.32899475097656,158.34100341796875,0
2026-01-22 00:37:00+00:00,158.31399536132812,158.3489990234375,158.30499267578125,158.32899475097656,0
2026-01-22 00:38:00+00:00,158.30999755859375,158.3209991455078,158.30099487304688,158.31399536132812,0
2026-01-22 00:39:00+00:00,158.29200744628906,158.31500244140625,158.2830047607422,158.31300354003906,0
2026-01-22 00:40:00+00:00,158.2969970703125,158.30499267578125,158.27000427246094,158.2830047607422,0
2026-01-22 00:41:00+00:00,158.30599975585938,158.322998046875,158.28799438476562,158.29100036621094,0
2026-01-22 00:42:00+00:00,158.26499938964844,158.3070068359375,158.26499938964844,158.30099487304688,0
2026-01-22 00:43:00+00:00,158.30599975585938,158.31199645996094,158.26699829101562,158.26699829101562,0
2026-01-22 00:44:00+00:00,158.32000732421875,158.3249969482422,158.2969970703125,158.3070068359375,0
2026-01-22 00:45:00+00:00,158.3090057373047,158.322998046875,158.30499267578125,158.322998046875,0
2026-01-22 00:46:00+00:00,158.31199645996094,158.33799743652344,158.30499267578125,158.30499267578125,0
2026-01-22 00:47:00+00:00,158.29400634765625,158.32200622558594,158.29400634765625,158.3209991455078,0
2026-01-22 00:48:00+00:00,158.27200317382812,158.30599975585938,158.24899291992188,158.30599975585938,0
2026-01-22 00:49:00+00:00,158.26499938964844,158.27999877929688,158.2519989013672,158.27200317382812,0
2026-01-22 00:50:00+00:00,158.28199768066406,158.29600524902344,158.2530059814453,158.26800537109375,0
2026-01-22 00:51:00+00:00,158.2429962158203,158.2969970703125,158.2310028076172,158.29100036621094,0
2026-01-22 00:52:00+00:00,158.25799560546875,158.2760009765625,158.23800659179688,158.24899291992188,0
2026-01-22 00:53:00+00:00,158.1999969482422,158.2740020751953,158.19400024414062,158.25799560546875,0
2026-01-22 00:54:00+00:00,158.20199584960938,158.21299743652344,158.17100524902344,158.20599365234375,0
2026-01-22 00:55:00+00:00,158.24000549316406,158.26699829101562,158.18800354003906,158.1929931640625,0
2026-01-22 00:56:00+00:00,158.21400451660156,158.2480010986328,158.1929931640625,158.24600219726562,0
2026-01-22 00:57:00+00:00,158.2209930419922,158.23199462890625,158.19000244140625,158.21299743652344,0
2026-01-22 00:58:00+00:00,158.20599365234375,158.2270050048828,158.19700622558594,158.22000122070312,0
2026-01-22 00:59:00+00:00,158.23500061035156,158.25799560546875,158.19700622558594,158.21200561523438,0
2026-01-22 01:00:00+00:00,158.23599243164062,158.26199340820312,158.22900390625,158.23500061035156,0
2026-01-22 01:01:00+00:00,158.23899841308594,158.26100158691406,158.2310028076172,158.23899841308594,0
2026-01-22 01:02:00+00:00,158.27099609375,158.27499389648438,158.23800659179688,158.2449951171875,0
2026-01-22 01:03:00+00:00,158.2740020751953,158.28599548339844,158.26300048828125,158.26400756835938,0
2026-01-22 01:04:00+00:00,158.28500366210938,158.30599975585938,158.2740020751953,158.2830047607422,0
2026-01-22 01:05:00+00:00,158.2760009765625,158.29800415039062,158.2740020751953,158.27999877929688,0
2026-01-22 01:06:00+00:00,158.2969970703125,158.30599975585938,158.2519989013672,158.2760009765625,0
2026-01-22 01:07:00+00:00,158.30599975585938,158.31700134277344,158.29299926757812,158.30499267578125,0
2026-01-22 01:08:00+00:00,158.32000732421875,158.3249969482422,158.2969970703125,158.2969970703125,0
2026-01-22 01:09:00+00:00,158.31199645996094,158.33299255371094,158.3040008544922,158.3209991455078,0
2026-01-22 01:10:00+00:00,158.30299377441406,158.322998046875,158.28700256347656,158.3159942626953,0
2026-01-22 01:11:00+00:00,158.28599548339844,158.30599975585938,158.28500366210938,158.29600524902344,0
2026-01-22 01:12:00+00:00,158.29200744628906,158.2969970703125,158.281005859375,158.29400634765625,0
2026-01-22 01:13:00+00:00,158.28599548339844,158.3070068359375,158.27200317382812,158.2949981689453,0
2026-01-22 01:14:00+00:00,158.2790069580078,158.29200744628906,158.26800537109375,158.2790069580078,0
2026-01-22 01:15:00+00:00,158.31300354003906,158.3209991455078,158.2740020751953,158.27999877929688,0
2026-01-22 01:16:00+00:00,158.31500244140625,158.3209991455078,158.29400634765625,158.31300354003906,0
2026-01-22 01:17:00+00:00,158.2899932861328,158.3419952392578,158.28399658203125,158.32000732421875,0
2026-01-22 01:18:00+00:00,158.2899932861328,158.3090057373047,158.28399658203125,158.29299926757812,0
